cluster_id	protein name	centroid genome	centroid locus	role_ids	frameshift	E00001	E00002	E00003	E00004	E00005	E00031	E00032	E00033	E00034	E00035
518	hypothetical protein	E00002	LI63_RS15845			LI62_RS02700	LI63_RS15845	LI64_RS02380	LI65_RS22355	LI66_RS02245		SR75_RS09440	SR76_RS24060	SR68_RS16925	SR69_RS22605
519	opacity-associated protein A	E00002	LI63_RS15840			LI62_RS02705	LI63_RS15840	LI64_RS02385	LI65_RS22350	LI66_RS02250	SR65_RS13190	SR75_RS09445	SR76_RS24055	SR68_RS16930	SR69_RS22610
520	peptidyl-prolyl cis-trans isomerase	E00001	LI62_RS02710			LI62_RS02710	LI63_RS15835	LI64_RS02390	LI65_RS22345	LI66_RS02255	SR65_RS13195	SR75_RS09450	SR76_RS24050	SR68_RS16935	SR69_RS22615
521	alanine glycine permease	E00002	LI63_RS15830			LI62_RS02715	LI63_RS15830	LI64_RS02395	LI65_RS22340	LI66_RS02260	SR65_RS13200	SR75_RS09455	SR76_RS24045	SR68_RS16940	SR69_RS22620
522	iron-sulfur cluster repair di-iron protein	E00002	LI63_RS15825			LI62_RS02720	LI63_RS15825	LI64_RS02400	LI65_RS22335	LI66_RS02265	SR65_RS13205	SR75_RS09460	SR76_RS24040	SR68_RS16945	SR69_RS22625
523	methyl-accepting chemotaxis protein	E00001	LI62_RS02725			LI62_RS02725	LI63_RS15820	LI64_RS02405	LI65_RS22330	LI66_RS02270	SR65_RS13210	SR75_RS09465	SR76_RS24035	SR68_RS16950	SR69_RS22630
524	membrane protein	E00033	SR76_RS24030			LI62_RS02730	LI63_RS15815	LI64_RS02410	LI65_RS22325	LI66_RS02275	SR65_RS13215	SR75_RS09470	SR76_RS24030	SR68_RS16955	SR69_RS22635
525	AraC family transcriptional regulator	E00002	LI63_RS15810			LI62_RS02735	LI63_RS15810	LI64_RS02415	LI65_RS22320	LI66_RS02280	SR65_RS13220	SR75_RS09475	SR76_RS24025	SR68_RS16960	SR69_RS22640
526	quinone oxidoreductase 2	E00005	LI66_RS02285			LI62_RS02740	LI63_RS15805	LI64_RS02420	LI65_RS22315	LI66_RS02285	SR65_RS13225	SR75_RS09480	SR76_RS24020	SR68_RS16965	SR69_RS22645
527	HxlR family transcriptional regulator	E00002	LI63_RS15800			LI62_RS02745	LI63_RS15800	LI64_RS02425	LI65_RS22310	LI66_RS02290	SR65_RS13230	SR75_RS09485	SR76_RS24015	SR68_RS16970	SR69_RS22650
528	"2', 3'-cyclic nucleotide 2'-phosphodiesterase"	E00002	LI63_RS15795			LI62_RS02750	LI63_RS15795	LI64_RS02430	LI65_RS22305	LI66_RS02295	SR65_RS13235	SR75_RS09490	SR76_RS24010	SR68_RS16975	SR69_RS22655
529	3'-5'-bisphosphate nucleotidase	E00002	LI63_RS15790			LI62_RS02755	LI63_RS15790	LI64_RS02435	LI65_RS22300	LI66_RS02300	SR65_RS13240	SR75_RS09495	SR76_RS24005	SR68_RS16980	SR69_RS22660
530	hypothetical protein	E00004	LI65_RS22295			LI62_RS02760	LI63_RS15785	LI64_RS02440	LI65_RS22295	LI66_RS02305	SR65_RS13245	SR75_RS09500	SR76_RS24000	SR68_RS16985	SR69_RS22665
531	hypothetical protein	E00002	LI63_RS15780			LI62_RS02765	LI63_RS15780	LI64_RS02445	LI65_RS22290	LI66_RS02310	SR65_RS13250	SR75_RS09505	SR76_RS23995	SR68_RS16990	SR69_RS22670
532	Hcp family T6SS protein CtsH1	E00001	LI62_RS02770			LI62_RS02770									
533	hypothetical protein	E00002	LI63_RS15775			LI62_RS02775	LI63_RS15775					SR75_RS09510		SR68_RS16995	SR69_RS22675
534	hypothetical protein	E00002	LI63_RS15770			LI62_RS02780	LI63_RS15770	LI64_RS02450	LI65_RS22285	LI66_RS02320	SR65_RS13255	SR75_RS09515	SR76_RS23990	SR68_RS17000	SR69_RS22680
535	methionine sulfoxide reductase A	E00001	LI62_RS02785			LI62_RS02785	LI63_RS15765	LI64_RS02470	LI65_RS22250	LI66_RS02325	SR65_RS13260	SR75_RS09520	SR76_RS23955	SR68_RS17005	SR69_RS22685
536	outer membrane protein	E00002	LI63_RS15760			LI62_RS02790	LI63_RS15760	LI64_RS02475	LI65_RS22245	LI66_RS02330	SR65_RS13265	SR75_RS09525	SR76_RS23950	SR68_RS17010	SR69_RS22690
537	translocation and assembly module TamB	E00002	LI63_RS15755			LI62_RS02795	LI63_RS15755	LI64_RS02480	LI65_RS22240	LI66_RS02335	SR65_RS13270	SR75_RS09530	SR76_RS23945	SR68_RS17015	SR69_RS22695
538	gamma-glutamylcyclotransferase	E00001	LI62_RS02800			LI62_RS02800	LI63_RS15750	LI64_RS02485	LI65_RS22235	LI66_RS02340	SR65_RS13275	SR75_RS09535	SR76_RS23940	SR68_RS17020	SR69_RS22700
539	inorganic pyrophosphatase	E00001	LI62_RS02805			LI62_RS02805	LI63_RS15745	LI64_RS02490	LI65_RS22230	LI66_RS02345	SR65_RS13295	SR75_RS09540	SR76_RS23935	SR68_RS17025	SR69_RS22705
540	sugar ABC transporter substrate-binding protein	E00001	LI62_RS02810			LI62_RS02810	LI63_RS15740	LI64_RS02495	LI65_RS22225	LI66_RS02350	SR65_RS13300	SR75_RS09545	SR76_RS23930	SR68_RS17030	SR69_RS22710
541	sugar ABC transporter ATP-binding protein	E00002	LI63_RS15735			LI62_RS02815	LI63_RS15735	LI64_RS02500	LI65_RS22220	LI66_RS02355	SR65_RS13305	SR75_RS09550	SR76_RS23925	SR68_RS17035	SR69_RS22715
542	inner membrane ABC transporter permease ytfT	E00002	LI63_RS15730			LI62_RS02820	LI63_RS15730	LI64_RS02505	LI65_RS22215	LI66_RS02360	SR65_RS13310	SR75_RS09555	SR76_RS23920	SR68_RS17040	SR69_RS22720
543	sugar ABC transporter permease	E00001	LI62_RS02825			LI62_RS02825	LI63_RS15725	LI64_RS02510	LI65_RS22210	LI66_RS02365	SR65_RS13315	SR75_RS09560	SR76_RS23915	SR68_RS17045	SR69_RS22725
544	methyl-accepting chemotaxis protein	E00033	SR76_RS23910			LI62_RS02830	LI63_RS15720	LI64_RS02515	LI65_RS22205	LI66_RS02370	SR65_RS13320	SR75_RS09565	SR76_RS23910	SR68_RS17050	SR69_RS22730
545	"fructose-1,6-bisphosphatase"	E00001	LI62_RS02835			LI62_RS02835	LI63_RS15715	LI64_RS02520	LI65_RS22200	LI66_RS02375	SR65_RS13330	SR75_RS09570	SR76_RS23905	SR68_RS17055	SR69_RS22735
546	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl- meso-diaminopimelate ligase	E00002	LI63_RS15710			LI62_RS02840	LI63_RS15710	LI64_RS02525	LI65_RS22195	LI66_RS02380	SR65_RS13335	SR75_RS09575	SR76_RS23900	SR68_RS17060	SR69_RS22740
547	hypothetical protein	E00002	LI63_RS15705			LI62_RS02845	LI63_RS15705	LI64_RS02530	LI65_RS22190	LI66_RS02385	SR65_RS13340	SR75_RS09580	SR76_RS23895	SR68_RS17065	SR69_RS22745
548	microcin-processing peptidase 1. Unknown type peptidase. MEROPS family U62	E00001	LI62_RS02850			LI62_RS02850	LI63_RS15700	LI64_RS02535	LI65_RS22185	LI66_RS02390	SR65_RS13345	SR75_RS09585	SR76_RS23890	SR68_RS17070	SR69_RS22750
549	soluble cytochrome b562	E00002	LI63_RS15695			LI62_RS02855	LI63_RS15695	LI64_RS02540	LI65_RS22180	LI66_RS02395	SR65_RS13350	SR75_RS09590	SR76_RS23885	SR68_RS17075	SR69_RS22755
550	hypothetical protein	E00005	LI66_RS02400			LI62_RS02860	LI63_RS15690		LI65_RS22175	LI66_RS02400		SR75_RS09595	SR76_RS23880	SR68_RS17080	SR69_RS22760
551	glycine dehydrogenase	E00001	LI62_RS02865			LI62_RS02865	LI63_RS15685	LI64_RS02545	LI65_RS22170	LI66_RS02405	SR65_RS13355	SR75_RS09600	SR76_RS23875	SR68_RS17085	SR69_RS22765
552	hypothetical protein	E00001	LI62_RS02870			LI62_RS02870	LI63_RS15680	LI64_RS02550	LI65_RS22165	LI66_RS02410	SR65_RS13360	SR75_RS09605	SR76_RS23870	SR68_RS17090	SR69_RS22770
553	cytoplasmic protein	E00002	LI63_RS15675			LI62_RS02875	LI63_RS15675	LI64_RS02555	LI65_RS22160	LI66_RS02415	SR65_RS13365	SR75_RS09610	SR76_RS23865	SR68_RS17095	SR69_RS22775
554	membrane protein	E00001	LI62_RS02880			LI62_RS02880	LI63_RS15670	LI64_RS02560	LI65_RS22155	LI66_RS02420	SR65_RS13370	SR75_RS09615	SR76_RS23860	SR68_RS17100	SR69_RS22780
555	membrane protein	E00002	LI63_RS15665			LI62_RS02885	LI63_RS15665	LI64_RS02565	LI65_RS22150	LI66_RS02425	SR65_RS13375	SR75_RS09620	SR76_RS23855	SR68_RS17105	SR69_RS22785
556	dihydroorotase	E00002	LI63_RS15660			LI62_RS02890	LI63_RS15660	LI64_RS02570	LI65_RS22145	LI66_RS02430	SR65_RS13380	SR75_RS09625	SR76_RS23850	SR68_RS17110	SR69_RS22790
557	L-seryl-tRNA selenium transferase	E00002	LI63_RS15655			LI62_RS02895	LI63_RS15655	LI64_RS02575	LI65_RS22140	LI66_RS02435	SR65_RS13385	SR75_RS09630	SR76_RS23845	SR68_RS17115	SR69_RS22795
558	hypothetical protein	E00002	LI63_RS15650			LI62_RS02900	LI63_RS15650	LI64_RS02580	LI65_RS22135	LI66_RS02440	SR65_RS13390	SR75_RS09635	SR76_RS23840	SR68_RS17120	SR69_RS22800
559	cycloisomerase	E00002	LI63_RS15645			LI62_RS02905	LI63_RS15645	LI64_RS02585	LI65_RS22130	LI66_RS02445	SR65_RS13395	SR75_RS09640	SR76_RS23835	SR68_RS17125	SR69_RS22805
560	transcription antiterminator BglG	E00002	LI63_RS15640			LI62_RS02910	LI63_RS15640	LI64_RS02590	LI65_RS22125	LI66_RS02450	SR65_RS13400	SR75_RS09645	SR76_RS23830	SR68_RS17130	SR69_RS22810
561	anaerobic ribonucleotide reductase-activating protein	E00005	LI66_RS02455			LI62_RS02915	LI63_RS15635	LI64_RS02595	LI65_RS22120	LI66_RS02455	SR65_RS13405	SR75_RS09650	SR76_RS23825	SR68_RS17135	SR69_RS22815
562	ribonucleoside-triphosphate reductase	E00002	LI63_RS15630			LI62_RS02920	LI63_RS15630	LI64_RS02600	LI65_RS22115	LI66_RS02460	SR65_RS13410	SR75_RS09655	SR76_RS23820	SR68_RS17140	SR69_RS22820
563	heat-responsive suppressor hrsA	E00001	LI62_RS02925			LI62_RS02925		LI64_RS02605	LI65_RS22110		SR65_RS13415				
564	alpha-mannosidase	E00004	LI65_RS22105			LI62_RS02930			LI65_RS22105		SR65_RS13420		SR76_RS23810		
565	PTS lactose transporter subunit IIB	E00033	SR76_RS23805			LI62_RS02935		LI64_RS02615	LI65_RS22100		SR65_RS13425		SR76_RS23805		
566	transcriptional regulator	E00001	LI62_RS02940			LI62_RS02940		LI64_RS02620	LI65_RS22095		SR65_RS13430		SR76_RS23800		
567	membrane protein	E00001	LI62_RS02945			LI62_RS02945		LI64_RS02625	LI65_RS22090		SR65_RS13435		SR76_RS23795		
568	trehalose-6-phosphate hydrolase	E00002	LI63_RS15625			LI62_RS02950	LI63_RS15625	LI64_RS02630	LI65_RS22085	LI66_RS02465	SR65_RS13440	SR75_RS09660	SR76_RS23790	SR68_RS17145	SR69_RS22825
569	PTS maltose transporter subunit IIBC	E00005	LI66_RS02470			LI62_RS02955	LI63_RS15620	LI64_RS02635	LI65_RS22080	LI66_RS02470	SR65_RS13445	SR75_RS09665	SR76_RS23785	SR68_RS17150	SR69_RS22830
570	trehalose repressor	E00002	LI63_RS15595			LI62_RS02960	LI63_RS15595	LI64_RS02655	LI65_RS22075	LI66_RS02475	SR65_RS13450	SR75_RS09690	SR76_RS23780	SR68_RS17175	SR69_RS22855
571	"magnesium-transporting ATPase, P-type 1"	E00005	LI66_RS02480			LI62_RS02965	LI63_RS15590	LI64_RS02660	LI65_RS22070	LI66_RS02480	SR65_RS13455	SR75_RS09695	SR76_RS23775	SR68_RS17180	SR69_RS22860
572	beta-N-acetylhexosaminidase	E00002	LI63_RS15585			LI62_RS02970	LI63_RS15585	LI64_RS02665	LI65_RS22065	LI66_RS02485	SR65_RS13460	SR75_RS09700	SR76_RS23770	SR68_RS17185	SR69_RS22865
573	acetylglucosamine-binding protein	E00002	LI63_RS15580			LI62_RS02975	LI63_RS15580	LI64_RS02670	LI65_RS22060	LI66_RS02490		SR75_RS09705	SR76_RS23765	SR68_RS17190	SR69_RS22870
574	endoribonuclease L-PSP	E00001	LI62_RS02980			LI62_RS02980	LI63_RS15575	LI64_RS02675	LI65_RS22055	LI66_RS02495	SR65_RS13465	SR75_RS09710	SR76_RS23760	SR68_RS17195	SR69_RS22875
575	aspartate carbamoyltransferase regulatory subunit	E00001	LI62_RS02985			LI62_RS02985	LI63_RS15570	LI64_RS02680	LI65_RS22050	LI66_RS02500	SR65_RS13470	SR75_RS09715	SR76_RS23755	SR68_RS17200	SR69_RS22880
576	aspartate carbamoyltransferase catalytic subunit	E00001	LI62_RS02990			LI62_RS02990	LI63_RS15565	LI64_RS02685	LI65_RS22045	LI66_RS02505	SR65_RS13475	SR75_RS09720	SR76_RS23750	SR68_RS17205	SR69_RS22885
577	ArgR family transcriptional regulator	E00001	LI62_RS02995			LI62_RS02995	LI63_RS15560	LI64_RS02690	LI65_RS22040	LI66_RS02510	SR65_RS13480	SR75_RS09725	SR76_RS23745	SR68_RS17210	SR69_RS22890
578	C4-dicarboxylate ABC transporter	E00001	LI62_RS03000			LI62_RS03000	LI63_RS15555	LI64_RS02695	LI65_RS22035	LI66_RS02515	SR65_RS13485	SR75_RS09730	SR76_RS23740	SR68_RS17215	SR69_RS22895
579	ornithine carbamoyltransferase	E00001	LI62_RS03005			LI62_RS03005	LI63_RS15550	LI64_RS02700	LI65_RS22030	LI66_RS02520	SR65_RS13490	SR75_RS09735	SR76_RS23735	SR68_RS17220	SR69_RS22900
580	carbamate kinase	E00005	LI66_RS02525			LI62_RS03010	LI63_RS15545	LI64_RS02705	LI65_RS22025	LI66_RS02525	SR65_RS13495	SR75_RS09740	SR76_RS23730	SR68_RS17225	SR69_RS22905
581	arginine deiminase	E00002	LI63_RS15540			LI62_RS03015	LI63_RS15540	LI64_RS02710	LI65_RS22020	LI66_RS02530	SR65_RS13500	SR75_RS09745	SR76_RS23725	SR68_RS17230	SR69_RS22910
582	hypothetical protein	E00002	LI63_RS15535			LI62_RS03020	LI63_RS15535	LI64_RS02715	LI65_RS22015	LI66_RS02535	SR65_RS13505	SR75_RS09750	SR76_RS23720	SR68_RS17235	SR69_RS22915
583	2-keto-3-deoxy-galactonate aldolase	E00002	LI63_RS15530			LI62_RS03025	LI63_RS15530	LI64_RS02720	LI65_RS22010	LI66_RS02540	SR65_RS13510	SR75_RS09755	SR76_RS23715	SR68_RS17240	SR69_RS22920
584	dehydratase	E00002	LI63_RS15525			LI62_RS03030	LI63_RS15525	LI64_RS02725	LI65_RS22005	LI66_RS02545	SR65_RS13515	SR75_RS09760	SR76_RS23710	SR68_RS17245	SR69_RS22925
585	symporter	E00005	LI66_RS02550			LI62_RS03035	LI63_RS15520	LI64_RS02730	LI65_RS22000	LI66_RS02550	SR65_RS13520	SR75_RS09765	SR76_RS23705	SR68_RS17250	SR69_RS22930
586	beta-xylosidase	E00002	LI63_RS15515			LI62_RS03040	LI63_RS15515	LI64_RS02735	LI65_RS21995	LI66_RS02555	SR65_RS13525	SR75_RS09770	SR76_RS23700	SR68_RS17255	SR69_RS22935
587	IclR family transcriptional regulator	E00002	LI63_RS15510			LI62_RS03045	LI63_RS15510	LI64_RS02740	LI65_RS21990	LI66_RS02560	SR65_RS13530	SR75_RS09775	SR76_RS23695	SR68_RS17260	SR69_RS22940
588	hypothetical protein	E00002	LI63_RS15505			LI62_RS03050	LI63_RS15505			LI66_RS02565		SR75_RS09780		SR68_RS17265	SR69_RS22945
589	hypothetical protein	E00001	LI62_RS03055			LI62_RS03055				LI66_RS02570					
590	ornithine carbamoyltransferase	E00002	LI63_RS15500			LI62_RS03060	LI63_RS15500	LI64_RS02745	LI65_RS21985	LI66_RS02575	SR65_RS13535	SR75_RS09785	SR76_RS23690	SR68_RS17270	SR69_RS22950
591	RNase E inhibitor protein	E00002	LI63_RS15495			LI62_RS03065	LI63_RS15495	LI64_RS02750	LI65_RS21980	LI66_RS02580	SR65_RS13540	SR75_RS09790	SR76_RS23685	SR68_RS17275	SR69_RS22955
592	tRNA hydroxylase	E00002	LI63_RS15490			LI62_RS03070	LI63_RS15490	LI64_RS02755	LI65_RS21975	LI66_RS02585	SR65_RS13545	SR75_RS09795	SR76_RS23680	SR68_RS17280	SR69_RS22960
593	topoisomerase II	E00002	LI63_RS15485			LI62_RS03075	LI63_RS15485	LI64_RS02760	LI65_RS21970	LI66_RS02590	SR65_RS13550	SR75_RS09800	SR76_RS23675	SR68_RS17285	SR69_RS22965
594	hypothetical protein	E00001	LI62_RS03085			LI62_RS03085									
595	hypothetical protein	E00001	LI62_RS03090			LI62_RS03090			LI65_RS21945						
596	integrase	E00001	LI62_RS03095			LI62_RS03095			LI65_RS21940						
597	hypothetical protein	E00001	LI62_RS03100			LI62_RS03100									
598	hypothetical protein	E00001	LI62_RS03105			LI62_RS03105									
599	hypothetical protein	E00001	LI62_RS03110			LI62_RS03110			LI65_RS21915						
600	hypothetical protein	E00001	LI62_RS03115			LI62_RS03115									
601	hypothetical protein	E00001	LI62_RS03120			LI62_RS03120									
602	hypothetical protein	E00001	LI62_RS03125			LI62_RS03125									
603	hypothetical protein	E00001	LI62_RS03130			LI62_RS03130									
604	hypothetical protein	E00001	LI62_RS03135			LI62_RS03135									
605	hypothetical protein	E00001	LI62_RS03140			LI62_RS03140									
606	hypothetical protein	E00001	LI62_RS03145			LI62_RS03145			LI65_RS21885						
607	hypothetical protein	E00001	LI62_RS03150			LI62_RS03150			LI65_RS21880						
608	integrase	E00001	LI62_RS03155			LI62_RS03155									
609	hypothetical protein	E00001	LI62_RS03160			LI62_RS03160									
610	hypothetical protein	E00001	LI62_RS03165			LI62_RS03165									
611	hypothetical protein	E00001	LI62_RS03170			LI62_RS03170									
612	molecular chaperone Tir	E00001	LI62_RS03175			LI62_RS03175									
613	DNA methylase	E00001	LI62_RS03180			LI62_RS03180									
614	DNA methyltransferase	E00001	LI62_RS03185			LI62_RS03185									
615	hypothetical protein	E00001	LI62_RS03190			LI62_RS03190									
616	hypothetical protein	E00001	LI62_RS03195			LI62_RS03195									
617	DEAD/DEAH box helicase	E00001	LI62_RS03200			LI62_RS03200									
618	hypothetical protein	E00001	LI62_RS03205			LI62_RS03205									
619	hypothetical protein	E00001	LI62_RS03210			LI62_RS03210									
620	hypothetical protein	E00001	LI62_RS03215			LI62_RS03215									
621	hypothetical protein	E00001	LI62_RS03220			LI62_RS03220									
622	hypothetical protein	E00001	LI62_RS03225			LI62_RS03225									
623	hypothetical protein	E00001	LI62_RS03230			LI62_RS03230									
624	colicin immunity protein	E00001	LI62_RS03235			LI62_RS03235									
625	pyocin	E00001	LI62_RS03240			LI62_RS03240									
626	hypothetical protein	E00001	LI62_RS03245			LI62_RS03245									
627	hypothetical protein	E00001	LI62_RS03250			LI62_RS03250			LI65_RS21870	LI66_RS02790			SR76_RS23570		
628	Hcp1 family type VI secretion system effector	E00001	LI62_RS03255			LI62_RS03255			LI65_RS21865						
629	hypothetical protein	E00001	LI62_RS03260			LI62_RS03260			LI65_RS21860		SR65_RS18925		SR76_RS23565		
630	hypothetical protein	E00001	LI62_RS03265			LI62_RS03265			LI65_RS21855						
631	tryptophanyl-tRNA synthetase	E00002	LI63_RS15300			LI62_RS03270	LI63_RS15300		LI65_RS21850	LI66_RS02795	SR65_RS18930	SR75_RS09985	SR76_RS23560	SR68_RS17470	SR69_RS23150
632	glutathione transferase	E00002	LI63_RS15295			LI62_RS03275	LI63_RS15295		LI65_RS21845	LI66_RS02800	SR65_RS18935	SR75_RS09990	SR76_RS23555	SR68_RS17475	SR69_RS23155
633	LacI family transcriptional regulator	E00002	LI63_RS15290			LI62_RS03280	LI63_RS15290		LI65_RS21840	LI66_RS02805	SR65_RS18940	SR75_RS09995	SR76_RS23550	SR68_RS17480	SR69_RS23160
634	"1,4-beta-xylanase"	E00002	LI63_RS15285			LI62_RS03285	LI63_RS15285		LI65_RS21835	LI66_RS02810	SR65_RS18945	SR75_RS10000	SR76_RS23545	SR68_RS17485	SR69_RS23165
635	sodium:galactoside symporter	E00002	LI63_RS15280			LI62_RS03290	LI63_RS15280		LI65_RS21830	LI66_RS02815	SR65_RS18950	SR75_RS10005	SR76_RS23540	SR68_RS17490	SR69_RS23170
636	arylesterase	E00002	LI63_RS15265			LI62_RS03295	LI63_RS15265		LI65_RS21825	LI66_RS02830	SR65_RS18955	SR75_RS10020	SR76_RS23535	SR68_RS17505	SR69_RS23185
637	MFS transporter	E00002	LI63_RS15260			LI62_RS03300	LI63_RS15260		LI65_RS21820	LI66_RS02835	SR65_RS18960	SR75_RS10025	SR76_RS23530	SR68_RS17510	SR69_RS23190
638	LysR family transcriptional regulator	E00001	LI62_RS03305			LI62_RS03305	LI63_RS15255		LI65_RS21815	LI66_RS02840	SR65_RS18965	SR75_RS10030	SR76_RS23525	SR68_RS17515	SR69_RS23195
639	amidohydrolase	E00004	LI65_RS21810			LI62_RS03310			LI65_RS21810	LI66_RS02845	SR65_RS18970		SR76_RS23520		
640	isochorismatase hydrolase	E00002	LI63_RS15245			LI62_RS03315	LI63_RS15245	LI64_RS02840	LI65_RS21805	LI66_RS02850	SR65_RS18975	SR75_RS10040	SR76_RS23515	SR68_RS17525	SR69_RS23205
641	hypothetical protein	E00002	LI63_RS15240			LI62_RS03320	LI63_RS15240	LI64_RS02845	LI65_RS21800	LI66_RS02855	SR65_RS18980	SR75_RS10045	SR76_RS23510	SR68_RS17530	SR69_RS23210
642	ABC transporter substrate-binding protein	E00001	LI62_RS03325			LI62_RS03325	LI63_RS15235	LI64_RS02850	LI65_RS21795	LI66_RS02860	SR65_RS18985	SR75_RS10050	SR76_RS23505	SR68_RS17535	SR69_RS23215
643	histidine kinase	E00005	LI66_RS02865			LI62_RS03330	LI63_RS15230	LI64_RS02855	LI65_RS21790	LI66_RS02865	SR65_RS18990	SR75_RS10055	SR76_RS23500	SR68_RS17540	SR69_RS23220
644	histidine kinase	E00002	LI63_RS15225			LI62_RS03335	LI63_RS15225	LI64_RS02860	LI65_RS21785	LI66_RS02870	SR65_RS18995	SR75_RS10060	SR76_RS23495	SR68_RS17545	SR69_RS23225
645	LuxR family transcriptional regulator	E00005	LI66_RS02875			LI62_RS03340	LI63_RS15220	LI64_RS02865	LI65_RS21780	LI66_RS02875	SR65_RS19000	SR75_RS10065	SR76_RS23490	SR68_RS17550	SR69_RS23230
646	bleomycin resistance protein	E00001	LI62_RS03345			LI62_RS03345			LI65_RS21775		SR65_RS19005		SR76_RS23485		
647	ATP-dependent Clp protease ClpP	E00002	LI63_RS15215			LI62_RS03350	LI63_RS15215	LI64_RS02870	LI65_RS21770	LI66_RS02880	SR65_RS19010	SR75_RS10070	SR76_RS23480	SR68_RS17555	SR69_RS23235
648	cupin 4 family protein	E00002	LI63_RS15210			LI62_RS03355	LI63_RS15210	LI64_RS02875	LI65_RS21765	LI66_RS02885		SR75_RS10075	SR76_RS23475	SR68_RS17560	SR69_RS23240
649	hypothetical protein	E00002	LI63_RS15205			LI62_RS03360	LI63_RS15205	LI64_RS02880	LI65_RS21760	LI66_RS02890		SR75_RS10080	SR76_RS23470	SR68_RS17565	SR69_RS23245
650	hypothetical protein	E00001	LI62_RS03365			LI62_RS03365	LI63_RS15200	LI64_RS02885	LI65_RS21755	LI66_RS02895		SR75_RS10085	SR76_RS23465	SR68_RS17570	SR69_RS23250
651	AraC family transcriptional regulator	E00002	LI63_RS15195			LI62_RS03370	LI63_RS15195		LI65_RS21750	LI66_RS02900		SR75_RS10090	SR76_RS23460	SR68_RS17575	SR69_RS23255
652	ferrioxamine B receptor	E00002	LI63_RS15190			LI62_RS03375	LI63_RS15190		LI65_RS21745	LI66_RS02905		SR75_RS10095	SR76_RS23455	SR68_RS17580	SR69_RS23260
653	GntR family transcriptional regulator	E00002	LI63_RS15185			LI62_RS03380	LI63_RS15185	LI64_RS02890	LI65_RS21740	LI66_RS02910	SR65_RS19050	SR75_RS10100	SR76_RS23450	SR68_RS17585	SR69_RS23265
654	putative conserved small protein	E00001	LI62_RS03385			LI62_RS03385	LI63_RS15180	LI64_RS02895	LI65_RS21735	LI66_RS02915	SR65_RS19055	SR75_RS10105	SR76_RS23445	SR68_RS17590	SR69_RS23270
655	GntR family transcriptional regulator	E00002	LI63_RS15175			LI62_RS03390	LI63_RS15175	LI64_RS02900	LI65_RS21730	LI66_RS02920	SR65_RS19060	SR75_RS10110	SR76_RS23440	SR68_RS17595	SR69_RS23275
656	alkylhydroperoxidase	E00001	LI62_RS03395			LI62_RS03395	LI63_RS15170	LI64_RS02905	LI65_RS21725	LI66_RS02925	SR65_RS19065	SR75_RS10115	SR76_RS23435	SR68_RS17600	SR69_RS23280
657	antibiotic biosynthesis monooxygenase	E00002	LI63_RS15155			LI62_RS03400	LI63_RS15155	LI64_RS02920	LI65_RS21720	LI66_RS02940	SR65_RS19080	SR75_RS10130	SR76_RS23430	SR68_RS17615	SR69_RS23295
658	ArsR family transcriptional regulator	E00002	LI63_RS15145			LI62_RS03405	LI63_RS15145	LI64_RS02930	LI65_RS21715	LI66_RS02950	SR65_RS19085	SR75_RS10140	SR76_RS23425	SR68_RS17625	SR69_RS23305
659	MarR family transcriptional regulator	E00002	LI63_RS15140			LI62_RS03410	LI63_RS15140	LI64_RS02935	LI65_RS21710	LI66_RS02955	SR65_RS19090	SR75_RS10145	SR76_RS23420	SR68_RS17630	SR69_RS23310
660	hemolysin secretion protein D	E00002	LI63_RS15135			LI62_RS03415	LI63_RS15135	LI64_RS02940	LI65_RS21705	LI66_RS02960	SR65_RS19095	SR75_RS10150	SR76_RS23415	SR68_RS17635	SR69_RS23315
661	"1,4-alpha-glucan branching protein"	E00002	LI63_RS15130			LI62_RS03420	LI63_RS15130	LI64_RS02945	LI65_RS21700	LI66_RS02965	SR65_RS19100	SR75_RS10155	SR76_RS23410	SR68_RS17640	SR69_RS23320
662	putative membrane protein	E00001	LI62_RS03425			LI62_RS03425	LI63_RS15125	LI64_RS02950	LI65_RS21695	LI66_RS02970	SR65_RS19105	SR75_RS10160	SR76_RS23405	SR68_RS17645	SR69_RS23325
663	hypothetical protein	E00033	SR76_RS23400			LI62_RS03430					SR65_RS19110		SR76_RS23400		
664	hypothetical protein	E00001	LI62_RS03435			LI62_RS03435					SR65_RS19115		SR76_RS23395		
665	threonine transporter RhtB	E00001	LI62_RS03440			LI62_RS03440			LI65_RS21690		SR65_RS18605		SR76_RS23390		
666	AraC-type DNA-binding domain-containing proteins	E00001	LI62_RS03445			LI62_RS03445			LI65_RS21685		SR65_RS18600		SR76_RS23385		
667	succinate-semialdehyde dehydrogenase	E00002	LI63_RS15115			LI62_RS03450	LI63_RS15115	LI64_RS02955	LI65_RS21680	LI66_RS02980	SR65_RS18595	SR75_RS10170	SR76_RS23380	SR68_RS17655	SR69_RS23335
668	porin	E00002	LI63_RS15110			LI62_RS03455	LI63_RS15110	LI64_RS02960	LI65_RS21675	LI66_RS02985	SR65_RS18585	SR75_RS10175	SR76_RS23375	SR68_RS17660	SR69_RS23340
669	esterase-like activity of phytase family protein	E00002	LI63_RS15105			LI62_RS03460	LI63_RS15105	LI64_RS02965	LI65_RS21670	LI66_RS02990	SR65_RS18580	SR75_RS10180	SR76_RS23370	SR68_RS17665	SR69_RS23345
